rapist 4.94622649427424
multipl 4.547900778197199
unemploy 4.50565864623423
site 4.4620929381049015
featur 4.322210672490484
mistak 4.048134864665726
unknown 3.9849858865404744
present 3.9182331904464247
say 3.9182331904464247
grief 3.8473835782988357
defend 3.771838513898618
ground 3.6908616153179277
convict 3.6311236970378857
bewild 3.6035325644899316
debat 3.6035325644899316
plus 3.6035325644899316
cabinet 3.6035325644899316
wive 3.6035325644899316
inquiri 3.5227486967186126
father 3.5104702341398974
outpour 3.5086799964057347
conclus 3.5086799964057347
break 3.5086799964057347
supervis 3.5086799964057347
leak 3.5086799964057347
decompos 3.5086799964057347
bungl 3.449864491626055
fate 3.4419355152238307
sure 3.4047806975004393
hasselt 3.4047806975004393
mysteri 3.4047806975004393
nine 3.3559933721392188
earli 3.3114493441761454
johan 3.2898025274974616
anonym 3.2898025274974616
appoint 3.2898025274974616
sophist 3.2898025274974616
style 3.2898025274974616
catalogu 3.2898025274974616
visibl 3.2898025274974616
sabin 3.21991088771129
dardenn 3.1920210882114675
request 3.1609485669178707
indiffer 3.1609485669178707
fuell 3.1609485669178707
communic 3.1609485669178707
hit 3.1609485669178707
summer 3.1609485669178707
disbelief 3.1609485669178707
confid 3.1609485669178707
front 3.1609485669178707
promis 3.1609485669178707
everyon 3.1609485669178707
ensur 3.1609485669178707
video 3.1538982050733493
bourlet 3.04315206252454
seiz 3.04315206252454
heur 3.014217088228094
decemb 3.014217088228094
dossier 3.014217088228094
soir 3.014217088228094
disciplinari 3.014217088228094
electrician 3.014217088228094
obscen 3.014217088228094
hung 3.014217088228094
mood 3.014217088228094
dimens 3.014217088228094
herman 3.014217088228094
embryon 3.014217088228094
afternoon 3.014217088228094
languag 3.014217088228094
vanish 3.014217088228094
walk 3.014217088228094
recrimin 3.014217088228094
warehous 3.014217088228094
king 3.014217088228094
disagr 3.014217088228094
feet 3.014217088228094
dernier 3.014217088228094
perpetr 3.014217088228094
buisierr 3.014217088228094
delhez 3.009624733549697
specul 3.002582579514718
fact 3.002582579514718
laetitia 2.9818265112380606
trigger 2.923702450179978
